Title_Item,Price,Original Price,description,time_of_published,status
GUCCI CROSSBODY BAG,1599.0,5000.0,GUCCI  LEATHER BAG NEW CONDITION ALL LEATHER WITH GOLD STUDS I NEVER USED IT HAS A STRAP WITH STUDS NO wEAR NO STAINS NEW SMELL THE IN SIDEIS BEAUTIFUL  BABOUSKA  TWO WAY TOTE ALSO  FRINGE  TAKEING reasonable OFFERS GET IT WHLE YOU CAN.,2020-07-12T16:01:23-07:00,sold_out
David  yuman Diamond  Bracelet,1530.0,777.0,David yuman  Diamond and silver bracelet beautiful has no flaws like new condition this piece is a must have it’s gorgeous has a really good clasp and it’s for a small wrist  comes with pouch and Box.one and one half ct of Diamond  and thirty eight grams of silver   Beautiful gift for Valentine’s Day♦️❤️😻,2022-01-16T08:50:46-08:00,sold_out
Alexander Mcqueen Woman Shoes US8,440.0,989.0,"Reposhing this item I purchased from @harcalwashx. Loved it, but ready to rotate for something new.

Questions? Leave a comment below!",2021-09-12T21:09:46-07:00,sold_out
harmony   HAVOC Shorts,15.0,50.0,Harmony HAVOC SHORTS good used condition,2021-06-25T13:58:22-07:00,sold_out
ROCK REVIVAL JEANS,40.0,777.0,ROCK REVIVAL JEANS  PEARL SKINNY   GREAT CONDITION REALLY NICE,2021-03-28T00:25:28-07:00,sold_out
Bad Kitty Tee shirt,12.0,0.0,Nice new tee with beaded hand work on the front no tag it has spandex so it stretches for comfort ❤️,2020-03-21T18:42:08-07:00,sold_out
Isabella flore beautiful purce,168.0,999.0,Beautiful Leather Isabella Fiore  shoulder bag l new  beautiful condition inside and out  it’s a eye catcher it’s been put away for years .❤️ 13 inc deep and19 inc across large bag very beautiful,2020-03-02T21:27:34-08:00,sold_out
Kate Spade crossbody Bag,150.0,777.0,Kate spade crossbody bag good used condition no tears are smell really nice leather pretty color for fall,2020-09-01T22:31:11-07:00,available
Grace Jeans,36.0,777.0,Grace Jeans nice used condition all the studs and stones are there the zipper works great 👍 really cute and they stretch,2021-08-18T22:13:18-07:00,sold_out
N Y C C  SKIRT,25.0,777.0,N Y C C  S KIRT NEW York great used condition,2021-09-11T21:22:25-07:00,available
Dooney and Bourke handbag,75.0,777.0,Dooney and Bourke handbag new never used canvas,2021-05-24T11:21:57-07:00,available
Leather Bag,45.0,777.0,Leather and suede small cross body bag really cute holds a lot it was made in Italy but I can’t find a name on the bag very good used condition miner wear in strap but not noticeable,2021-11-18T11:33:18-08:00,available
Kate Spade wallet,15.0,777.0,Kate spade wallet new has six card slots and zipper compartment for coins and money,2021-08-26T22:22:08-07:00,sold_out
Fashion Apparel Dress,25.0,0.0,Fashion apparel mini dress good condition beautiful lace,2020-05-10T13:38:16-07:00,available
Harley Davidson Leather Boots,80.0,777.0,Harley Davidson Leather Boots  I don’t think they have ever been worn  new Condition  very well made   Super cute,2021-11-18T11:54:32-08:00,sold_out
Ivko skirt,45.0,777.0,Ivko Skirt nice for fall are winter wear with leggings are Levi Beautiful done it’s warm  pretty color new condition  has a elastic waist so it’s easy to get on and very comfortable,2020-09-07T12:31:52-07:00,sold_out
Zara trafaluc  Blouse,45.0,125.0,Zara Trafaluc Blouse oversized good condition,2020-10-23T22:14:14-07:00,available
COPY - Free People Del Ray' Mixed Print Pullover Size LG,27.0,59.0,"Reposhing this item I purchased from @jamierayeposh. Loved it, but ready to rotate for something new.

Questions? Leave a comment below!",2021-10-03T09:48:05-07:00,sold_out
Golden Goose,150.0,525.0,"Reposhing this item I purchased from @kevaro7. Loved it, but ready to rotate for something new.

Questions? Leave a comment below! These shoes are in really good condition they are just to small for me I wear a 8  ant these run small I would say more like a 7 sorry I have to let them go I never got a change to wear them just tryed them on comes with dust bag",2021-12-15T21:56:45-08:00,sold_out
Kate  ♠️ Spade Bag saved,70.0,777.0,Kate ♠️ Spade ♠️ new never used great condition  Beautiful color for any time of the year mid size.🍒,2020-06-08T13:53:38-07:00,sold_out
Kate ♠️ spade Bag,95.0,777.0,Kate Spade Large Tote Beautiful Leather New Never Used you Can put The Kitchen Sink In there 😄😄,2020-07-23T19:15:16-07:00,sold_out
ED HARDY OVER THE KNEE BOOT NEW TO SMALL FOR ME,95.0,300.0,"Reposhing this item I purchased from @lookupclosets. Loved it, but ready to rotate for something new.

Questions? Leave a comment below!",2021-08-07T17:51:54-07:00,sold_out
Swumican Rag Dress,35.0,0.0,Beautiful  blue crochet dress in new condition❤️,2020-04-01T11:09:09-07:00,available
American Eagle 🦅 Outfittters Dress,40.0,0.0,American Eagle outfitters very nice dress New condition has zipper on the side🇱🇷🇱🇷🇱🇷,2020-05-25T13:16:13-07:00,available
"Meet your Posher, Rosa",0.0,0.0,"Hi! I'm Rosa. Some of my favorite brands are Coach, kate spade, Free People, Michael Kors, and Guess. Thanks for stopping by! Feel free to leave me a comment so that I can check out your closet too. :)",,not_for_sale
Marc New York wrap,69.0,777.0,Marc New York wrap like new Beautiful,2020-08-13T00:12:31-07:00,sold_out
Anne Klein Jeans,49.0,777.0,Anne Klein Girlfriend Jeans good condition hardly worn has pretty rinestones and they stretch,2020-10-15T11:07:04-07:00,available
Jones New York jeans,75.0,777.0,Jones New York jeans new never used they stretch and are contrable  and a real pretty blue nice,2021-09-04T23:29:35-07:00,available
Ann Taylor Jeans,60.0,777.0,Ann Taylor skinny curvy fit jeans 👖 new Condition never worn they have stretch to them so they will be comfortable to wear.,2021-01-19T11:11:34-08:00,available
Marc Jacobs Wallet,50.0,777.0,Marc Jacobs used wallet good condition no flaws the leather is in great shapely has a little brown spots around the inside of the wallet  witch I posted  but for it’s age it’s good comes from smoke free home 🏠,2021-04-25T14:04:12-07:00,sold_out
FRYE PURCE,70.0,777.0,FRYE shoulder bagsBeautiful leather new condition only used a few times like new,2020-11-06T21:23:14-08:00,sold_out
MT  top,45.0,777.0,My top excellent used condition only worn a fue times like new it has some stretch it’s has a really cute him line nice,2021-09-29T12:26:33-07:00,available
Tignanello leather Animal print bag offers,65.0,300.0,Never used  excellent shapelike new has to zippier pocket s on the side and three pockets on the end side draw string closer  all leather❤️,2020-02-19T11:19:01-08:00,available
David Benjamin Leather Pants,99.0,777.0,David Benjamin Leather Pants  fully lined new condition they will keep you warm the Leather has a shine to it .,2020-11-12T08:04:01-08:00,available
Louis Vuitton sun glasses,325.0,1000.0,"Reposhing this item I purchased from @ericjuni29. Loved it, but ready to rotate for something new.

Questions? Leave a comment below! Price is firm",2021-09-01T22:53:20-07:00,sold_out
SCALA  FAUX FUR  🎩 HAT,45.0,777.0,SCALA FAUX FUR  HAT NEW NEVER USED REALLY SOFT AND WARM PLUS CUTE,2021-10-12T20:43:13-07:00,sold_out
Betsey JoHnson Jeans,35.0,777.0,Betsey JoHnson Jeans used Condition really cute they have stretch two pockets in the front and two in  back little side pocket  they have red stitching  not worn that much,2021-08-11T23:03:39-07:00,sold_out
Fur boots,120.0,777.0,Beautiful fur Boots new never worn,2021-12-18T11:57:23-08:00,sold_out
Gopy  fox  fur Boots,120.0,777.0,Gopy fox fur Boots new never worn,2021-01-06T22:32:46-08:00,sold_out
Victoria secrets bra new never used,45.0,777.0,Victorias secret bra never used beautiful shape really unique very pretty,2021-07-12T12:05:54-07:00,available
Rolex card holder,76.0,777.0,Rolex card holder has two card slots in the front witch can hold a lot of cards and one big one in the back  good shape,2021-12-05T10:35:27-08:00,sold_out
ISABELLA FLORE WALLET,15.0,200.0,Isabella Fiore wallet used condition but everything works great I showed the only wear on this wallet in the picture it’s leather lots of room for everything .,2020-11-06T21:39:54-08:00,available
Michael kors jacket,33.0,250.0,Michael kors jacket 🧥 new Condition has pockets and front zipper plus hodie,2020-10-11T21:58:55-07:00,sold_out
"Macy,s Braw",23.0,36.0,"Macy,s Braw new with tags",2021-02-19T15:01:29-08:00,available
New York & company sweater,45.0,777.0,New York & Company sweater really soft and pretty color great condition like new,2021-02-07T00:17:22-08:00,available
Upcycled Cheetah Louis Vuitton Hat,135.0,777.0,"Reposhing this item I purchased from @madxostyle. Loved it, but ready to rotate for something new.

Questions? Leave a comment below!",2021-11-13T09:15:45-08:00,sold_out
Michael kors shoes,29.0,777.0,Michael kors  weges Shoes  new never used,2020-08-12T12:48:19-07:00,sold_out
Real Gold hoop earrings,169.0,777.0,Beautiful solid Gold earrings 61/ inc around medium size has a small indentation on one of earrings which I took a picture of otherwise the clasp are in great shape  they are really pretty and not heavy,2020-08-06T12:56:09-07:00,sold_out
City Lights Jacket,35.0,0.0,City Lights Jacket Connery excellent condition very comfortable and light,2020-05-10T14:04:03-07:00,available
Louis Vuitton authentic Bag,825.0,777.0,Louis Vuitton authentic vintage bag is excellent shape I posted a little ware on the conners but the inside is really nice and the out side no smell has been put away for years beautiful leather  comes from a smoke free home thanks for looking.,2021-01-31T11:09:42-08:00,sold_out
Big Star jeans,50.0,777.0,Big star jeans excellent used condition nice looking have stretch and contrable,2021-09-22T12:25:16-07:00,sold_out
Vince camuto  Leather Bag,65.0,777.0,Vince camuto  Soft Leather Bag  used but in good condition,2021-01-21T12:07:36-08:00,available
DR MARTIN CLOGS,101.0,777.0,Dr Martin clogs   New  has a fue scuffs on them but they came that way nice leather contrable to wear it says size 6 on the shoe but I believe they are more like a seven,2021-05-24T14:36:50-07:00,sold_out
Wacoal Braw,15.0,777.0,Wacoal Braw new never worn,2021-09-21T20:39:03-07:00,sold_out
Felina Lingerie Bra,25.0,777.0,This is a Felina Lingerie bra. It’s brand new.,2021-09-19T18:23:44-07:00,available
Diesel  jeans,50.0,777.0,Diesel jeans nice used condition they have some stretch,2021-08-18T22:31:34-07:00,sold_out
See Alexis new bag never used,53.0,500.0,Never used beautiful has a draw string magnet closer you can use it on your shoulder are has a Handel  really nice design lite Waite.,2020-03-05T11:02:54-08:00,available
Charming Charlie Bag,50.0,777.0,Charming Charlie Bag with chain nice bag no rips or stains great used condition  really cute will hold a lot thanks for your interest,2021-05-28T11:10:55-07:00,available
Meliebianco hand Bag,80.0,777.0,Meliebianco new hand Bag made out of vegan Leather really cute comes with strap Has one zipper compartment on the inside small but Rumie thanks for looking,2021-05-24T14:09:34-07:00,available
Loft  Bag,35.0,777.0,Loft Bag  small has fur on the front of the Bag excellent condition for its age,2020-10-23T14:37:03-07:00,available
Free People Dress,40.0,777.0,Free People Dress so soft and comfortable like new,2020-10-12T23:00:46-07:00,sold_out
It is in excellent condition and it is a Kathy,30.0,250.0,It has two compartments on the outsides and it’s a camouflage Bag and it has a place in the front of the bag we’re you can put all your credit cards it holds a lot no wear on the bag  the name is Kathy,2020-02-17T12:11:53-08:00,available
Coach 👟 sneakers new,75.0,777.0,Coach sneakers new never worn really good looking and has support for your feet great high tops,2021-04-08T00:30:53-07:00,sold_out
Madewell shorts,20.0,777.0,Madewell Shorts nice used condition true to size high waist zipper works great,2021-08-18T22:00:56-07:00,sold_out
Guess Sun glasses Beautiful condition,40.0,777.0,Guess sun glasses Beautiful condition no scratches comes with original case and. Cleaning cloth❤️,2020-03-28T10:53:16-07:00,available
NOT FOR SALE,777.0,2200.0,GUCCI,2021-08-29T11:37:51-07:00,available
Vera Bradley Wallet,28.0,777.0,Vera Bradley  Wallet new Condition has a place for your change  a key holder a holder for your idea place for your money and some cards very nice  nice colored,2021-07-05T10:33:51-07:00,available
NOT FOR SALE,777.0,777.0,VERSACE BAG,2021-08-29T11:47:32-07:00,available
NOT FOR SALE,2000.0,2060.0,fall collection Louis Vuitton,2021-08-29T12:04:05-07:00,available
kut wallet,53.0,777.0,Kut long wallet  has8 card slots a place for your bills snap shut new never used,2021-08-26T22:46:42-07:00,available
BeBe coat,80.0,777.0,BeBe coat this has never been worn so soft has hook closers and leather belt the lining feels like satin it’s beautiful 😍,2020-10-15T07:38:54-07:00,sold_out
DoLice &GABBANA Bag,25.0,777.0,D&G Bag can wear on the shoulder are cross body has some cracks And rubbing on the sides of the bag  I posted some but the inside is like new    I am selling cheep because of the flawed on the out side .,2021-06-06T12:52:18-07:00,sold_out
Fula Sneakers,30.0,777.0,Fula Sneakers good used condition inks worn a fue times really pretty color with Rose  on the shoes,2021-08-15T10:29:29-07:00,sold_out
Michael Kors Shoes,40.0,300.0,MICHAEL KORS BEAUTIFUL SHOES  SUEDE NEW NEVER WORN GOES GREAT WITH ANYTHING 👠👠👠👠,2020-07-15T11:42:17-07:00,sold_out
Guess   Belt  bag,18.0,75.0,Guess fanny belt bag with Ajustable straps lots of room new never used nice when you don’t want to carry your purse.,2021-01-21T12:46:41-08:00,sold_out
B K E  jeans 👖,65.0,777.0,BKE Jeans  great used condition only wore a handful of times no rips or stains great shape they have stretch,2021-04-08T10:56:57-07:00,available
Jones New York Jeans 👖,53.0,777.0,Jones New York Jeans excellent condition only used a fue times comes from smoke free home 🏡,2021-02-26T14:45:23-08:00,available
JEANS DE FLEUR,48.0,777.0,JEANS DE FLEUR    REALLY GREAT SHAPE II POINTED OOT THE ONLY FLAW AND  ITS ON THE BOTTOM WERE IT HAS RUBBED    I GUESS FROM   WALKING  ARE THE JEANS  WERE TO LONG  BUT  iITS NOT Noticeable,2021-04-05T08:33:06-07:00,available
Ann Taylor Jeans,75.0,777.0,Ann Taylor Corduroy straight leg jeans has two pockets in the front and two in the back very contrable they stretch never worn .,2020-10-02T00:57:54-07:00,available
Johnny was Blouse,60.0,777.0,Johnny was Blouse new never worn beautiful color  so contrable and shear,2021-08-11T07:41:05-07:00,sold_out
Miss chick short jeans,35.0,777.0,Miss chick shorts used condition but nice all the studs and stones are there  they have stretch .,2021-02-06T00:29:42-08:00,available
Mark Jacobs black Nylon Bum Bag,65.0,165.0,"Reposhing this item I purchased from @cecep1. Loved it, but ready to rotate for something new.

Questions? Leave a comment below!",2021-08-07T17:43:53-07:00,sold_out
U W D LEVIES,55.0,777.0,U W D LEVIES  N EW CONDITION HAS STRETCH,2021-02-05T15:07:20-08:00,available
Fashion nova skirt,25.0,56.0,Fashion nova skirt new never worn it’s very small I don’t know if this could be worn by a child are someone really small it’s really cute and new.,2021-02-07T00:05:57-08:00,sold_out
Abercrombie &fitch shorts,35.0,774.0,Abercrombie &fitch Shorts new never used great embroidery design really nice they also have some stretch thanks for your interest,2021-03-17T14:20:59-07:00,sold_out
Union Bay juniors  shorts,25.0,36.0,Union Bay jr shorts new with tags,2021-06-03T11:40:02-07:00,sold_out
Level 99 pants,50.0,777.0,Level 99  wide leg  pants 👖 new never worn great for spring and summer thanks for looking.,2021-03-17T12:05:31-07:00,sold_out
Michael Kors Snake Skin  Bag,180.0,777.0,Michael kors Snake 🐍 Skin Beautiful Leather Bag New Condition Never Used This Bag Is Flawless and So Shiny A Must Have 💋💋💋💋,2020-07-18T12:54:02-07:00,sold_out
ENFOCUS DRESS,30.0,0.0,LIKE New Condition Really Comfortable❤️,2020-04-14T10:10:59-07:00,sold_out
Gucci small Bag,70.0,777.0,Gucci s Small Bag has some wear on the draw string  but the bag it self is in perfect condition good for carring small items but really cute and different  canvas leather6 I/half inc deep by 5/1half wide Aesthetic comes with dust bag thanks for looking.,2021-01-24T13:28:22-08:00,sold_out
M C M  WALLET  ON  A CHAIN,399.0,777.0,NEW MCM WALLET ON A CHAIN  COMES  WITH  BOX AND DUST  BAG  AND ALl PAPER WORK REALLY BEAUTIFUL EVERYTHING  IS  authentic cognac leather  A MUST HAVE .,2021-06-19T17:30:53-07:00,sold_out
American Apparel Shorts,27.0,777.0,American Apparel Shorts high waist they really shine and they are a beautiful Red  and they have stretch really a eye catcher great condition they haven’t been worn.,2021-04-28T13:57:45-07:00,sold_out
Maurices Shorts,39.0,777.0,Maurices shorts very good used condition they stretch and no rips or stains good shape,2021-04-14T12:57:13-07:00,sold_out
St John sports,99.0,777.0,St.John sports Pants  new Condition only worn once very contrable,2021-01-19T11:36:34-08:00,available
Black Label pants,53.0,777.0,"BLack Label by Chico,s new never used really soft great for summer",2021-03-24T15:03:26-07:00,available
ABOUND TOP,35.0,777.0,ABOUND TOP it’s new never worn it has stretch this would be cute with shorts are jeans,2021-04-15T13:29:27-07:00,available
Summer Blouse,35.0,0.0,Beautiful summer blouse new condition never worn very comfortable❤️,2020-05-25T13:03:04-07:00,available
Milky Way  pants,45.0,777.0,Milky Way USA  see thrue  pants excellent used condition they are lace  nice for a night out very sexy,2021-03-24T14:48:18-07:00,available
Abercrombie &  fitch jeans,35.0,777.0,Abercrombie & Fitch Jeans nice used condition true to size,2021-05-19T13:51:32-07:00,sold_out
Diane von furstenBerg Dress,65.0,999.0,Beautiful animal print dress that has gathers on the side which makes your waist look small and the Hamline goes up and down very beautiful dress and it’s made out of silk,2020-03-08T16:33:27-07:00,sold_out
Kate Spade watch,50.0,777.0,Kate Spade Watch new will put Batterie in before Sale Beautiful and sparkly  very contrable to wear,2021-06-14T14:15:42-07:00,sold_out
Tory Burch 😎,225.0,777.0,Tory Burch sunglasses new still in plastic comes with case and every thing you saw in the picture great design  they are really contrable to wear,2021-04-25T14:23:10-07:00,sold_out
Fossil Bag,75.0,250.0,Fossil shoulder Bag  new Condition never used   Has to front pockets and one in the back for your phone  really cute has  adjustable shoulder strap thanks for looking,2021-02-05T14:32:27-08:00,sold_out
Beatles vintage tee Shirt,30.0,0.0,Beatles 2008  tee Shirt very good condition ☮️☮️☮️☮️,2020-05-25T13:24:58-07:00,available
Rock Revival jeans shorts,50.0,777.0,Rock Revival jeans shorts  excellent condition worn just a fue times Betty Bermuda,2021-02-25T22:21:16-08:00,sold_out
French Laundry Blouse,7.0,0.0,French Laundry Blouse in great condition Beautiful Color ❤️,2020-04-02T19:05:04-07:00,sold_out
Express shortie shorts,40.0,54.0,Express shorts shot tie low rise new,2021-04-14T12:24:12-07:00,sold_out
Arizona shorts,30.0,777.0,Arizona jeans shorts new never worn they don have a size on them but they look like a small they have some stretch to them they are re cute and lite,2021-04-05T20:09:28-07:00,sold_out
Salvador Ferragamo,40.0,777.0,Salvador Fernando handbag vintage has somewhere on the handlesBut other than that is in excellent shape the inside of the bag it’s new it’s missing the strap Great color.,2021-05-24T14:22:08-07:00,sold_out
Guess leather small cross over bag,35.0,150.0,Guess bag in excellent condition has a snap closure made good heavy leather e big enough  to put what ever you need every day wear ❤️,2020-02-22T11:29:08-08:00,available
BEATLES TEEE SHIRT Vintage,30.0,75.0,BEATLES Vintage TEE SHIRT perfect condition  has studs  the tag says ex Large but it fits like a small to midsize it has some stretch  very unique shirt. Perfect condition ☮️,2021-01-17T11:53:46-08:00,available
Collectioneighteen Shaul,45.0,777.0,Collectioneighteen  shaul Beautiful see thrue great to wear over a dress are top really soft made in India new Condition no snags,2021-04-17T13:51:17-07:00,available
HARLEY DAVIDSON TANK TOP,20.0,150.0,HARDLY DAVIDSON TEE NEW Condition,2020-07-15T12:47:40-07:00,sold_out
KATE ♠️ SpadeBag,70.0,777.0,Kate ♠️ Spade  👜 Canvas Leather Never Used New Condition Large Beautiful Summer Colors Holds Every Thing You Need ♠️♠️♠️♠️,2020-07-01T09:02:01-07:00,sold_out
LOLE 🎒 Backpack,75.0,777.0,LOLE Backpack new never used lots of compartment very lite Waite  will hold Avery thing you need a must have thanks for looking .,2020-09-11T13:14:04-07:00,sold_out
L. A . lDOL Shorts,20.0,68.0,L. A. Idol Jean shorts good used condition I believe they are cut off but I’m not pusher really cute,2021-04-22T11:55:39-07:00,sold_out
Playboy vintage Sunglasses,99.0,777.0,Playboy vintage Sunglasses 🕶 no scratches on the lenses has bifocals it the lenses but they are not noticeable they are not prescription so you can see it’s nice if you want to also use them for readers thanks for looking.,2021-01-24T13:53:19-08:00,sold_out
Lululemon Bag,30.0,777.0,Lululemon nice shoulder bag in very good used condition you can just wash it when it gets dirty it will carry a lot has lots of pockets thanks for your interest,2021-04-08T12:31:25-07:00,sold_out
ATHENA ALEXANDER SANDELS,30.0,777.0,ATHENA ALEXANDER  SANDELS  NEW NEW NEVER WORN ❤️,2020-07-15T12:12:54-07:00,sold_out
B K E  demin  Shorts,50.0,777.0,B K E  Shorts new Condition really contrable   STELLA ),2021-04-14T16:53:44-07:00,sold_out
Hot 🥵 Kiss cici shorts,35.0,777.0,Hot Kiss cici shorts really cute and nice design,2021-03-26T16:35:20-07:00,sold_out
Miss me jeans,60.0,777.0,Miss me jeans new Condition never worn very contrable beautiful design with rhinestones they are all their  none are missing  thanks for looking.,2020-08-22T10:18:18-07:00,sold_out
Miss me jeans,69.0,777.0,Miss me jeans shorts new condition really cute I have never worn these,2021-04-07T10:18:39-07:00,sold_out
Free People shirt,50.0,250.0,free People shirt  good condition has mesh see thrue Material on the arms which you can see through the blousy slaves very comfortable thanks for looking,2020-09-25T12:11:17-07:00,sold_out
Jacket,13.0,0.0,Nice looking jacket worn once to small for me but I love it.,2020-03-01T12:53:39-08:00,sold_out
Big Srar Shorts,26.0,777.0,Big  Star  vintage collection shorts really nice like new  beautiful design,2021-04-07T10:00:08-07:00,sold_out
Miss me jeans,55.0,777.0,Miss me jeans really cute all the stones and studs are there  like new Condition,2021-04-07T10:06:59-07:00,sold_out
Johnny was 💼 Bag,250.0,777.0,Johnny was shoulder bag  new condition I never used it it is a large bag  with two zipper compartments  it’s made out of leather and wole and swade it’s very different and Beautiful comes with dust bag,2020-12-14T22:14:10-08:00,sold_out
Kate Spade Wallet,80.0,777.0,Kate Spade ♠️ Wallet So unique Never Seen One Like It  So Much Detail  New 👍💥💥💥💥,2020-07-01T11:21:46-07:00,sold_out
Lite Blonde Wig,45.0,0.0,New blonde wig never worn comes down to your shoulders really shines pretty❤️ it is synthetic hair.,2020-05-13T22:21:05-07:00,available
Gianni Bini Shoulder bag,48.0,777.0,Beautiful Gianni Bini  Bag all done in Beautiful stone work it has lots of  room to put everything you need in it it has two large compartments on the inside new bag never been used❤️,2020-04-06T17:31:43-07:00,available
ROCK REVIVAL SHORTS,50.0,777.0,ROCK REVIVAL  EASY SHORTS  SHAPE REALLY CUTE.,2021-03-17T12:58:10-07:00,sold_out
FRY CROSSBODY BAG,110.0,777.0,Frye crossover bag excellent condition all leather used a few times soft leather this bag has no stains a zipper compartment on the flap zippers works great  comes from a smoke free home 🏡,2020-12-09T10:42:59-08:00,sold_out
Free People Jeans,55.0,89.0,Free People Jeans 👖 new never worn  they have stretch  has two pockets in the front Riley seamed  skinny,2021-02-05T15:22:50-08:00,sold_out
Miss me jeans shorts,33.0,777.0,Miss me jeans shorts has a lot of bling really cute,2021-03-02T21:02:54-08:00,sold_out
Clark’s Shoes,29.0,250.0,Clarks Shoes new  praline Leather very contrable  color goes with anything ❤️,2020-07-26T11:36:05-07:00,sold_out
Monroe &main coat,67.0,777.0,Monrow&main coat only worn a fue times has Deep pockets and very stretchy and comfortable very lightweight but very warm,2020-10-02T00:34:49-07:00,sold_out
We The Free People,68.0,777.0,Free People Dress New Condition never worn has pockets and very lite Waite it’s really nice thanks for looking,2020-11-09T13:14:08-08:00,sold_out
Vincenzo  Leather Bag,65.0,777.0,Vincenzo Leather Bag New Never used Beautiful Leather has a pocket for your cell phone and a zipper compartment also this color will go with anything 👍👍👍👍,2020-07-26T08:39:04-07:00,sold_out
MARC JACOBS LEATHER BAG,275.0,777.0,MARC JACOBS LEATHER BAG NEW HAS 3 compartments ITS Beautiful,2020-07-08T13:31:49-07:00,sold_out
GUESS   SHOES 👠,38.0,777.0,GUESS   Shoes Beautiful new never been worn 💥💥💥💥,2020-07-09T16:15:22-07:00,sold_out
America Eagle 🦅 Jeans,47.0,777.0,American Eagle 🦅  Jeans new Condition  have stretch very contrable  skinny jeans,2021-01-19T11:22:14-08:00,sold_out
Coach tote Bag,78.0,300.0,Coach tote good condition only used a fue times has sequins on the front and really cute design has lots of room,2020-11-28T09:35:18-08:00,sold_out
Calessa Blouse,40.0,200.0,Beautiful  Beaded work on this blouse and so many colors nice for spring 😊,2020-03-16T11:00:57-07:00,sold_out
Coach wallet,25.0,100.0,Coach wallet nice condition twelve card compartment puss a place for your coins,2020-12-09T10:49:42-08:00,sold_out
Free People 🥾 Boots,120.0,228.0,Free People suede and leather boots knee-high beautiful condition very comfortable used a few times,2020-10-20T08:37:20-07:00,sold_out
Versace Hand Bag authentic,275.0,1500.0,Beautiful leather snakeskin  Versace Bag made in Italy like new condition authenticity a eye catcher ❤️❤️❤️,2020-04-08T11:32:52-07:00,sold_out
Jones wallet,15.0,0.0,Jones New York wallet good Condition,2020-10-23T14:43:31-07:00,available
Black tee shirt,12.0,45.0,Really cute tee really comfortable you can wear with Jeans are skirt ❤️,2020-02-19T20:50:03-08:00,available
Michael kors Sweater,99.0,777.0,Michael kors Beautiful you can remove the fur on this sweater it’s Brand new never worn  it has pockets very lite Waite it has a lot of shine to the fur really nice new with tags thanks for looking.🦋,2020-08-19T11:55:42-07:00,sold_out
Lululuemon tote and carry all Bag,135.0,777.0,Luluemon tote and carry all bag can be used for many things travel are Jim are purse many thing’s excellent condition like new 13inc Deep And 20 inc witch lots of zipper compartment  really nice has draw string closer plus’s zipper .,2020-09-01T21:04:27-07:00,sold_out
Juicy couture jacket,50.0,0.0,Beautiful juicy couture jacket new condition never worn says Peace on the Back done in Gold Studs☮️☮️☮️,2020-04-21T07:05:27-07:00,sold_out
Columbia 🥾 Boots,65.0,300.0,Columbia Boots new with tags never worn suede very comfortable and good for this time of the year thanks for looking,2020-09-20T07:57:33-07:00,sold_out
Hardly Davidson Boots 🥾,50.0,777.0,Hardly Davidson Boots very good condition worn but looks almost new very contrable they have steal toes and leather,2020-07-26T11:43:42-07:00,sold_out
Kate ♠️ Spade Sun Glasses,40.0,0.0,Excellent condition no scratches on the lenses comes with this cute little bag it’s made of canvas very nice♠️♠️♠️♠️♠️,2020-05-24T14:12:38-07:00,sold_out
BLEECKER & BOND LEATHER BOOTS,80.0,777.0,BLEECKER &  BOND LEATHER BOOTS NEW REALLY NICE,2020-07-15T11:57:00-07:00,sold_out
Jacket,50.0,0.0,Beautiful jacket  wear with jeans studs on the jacket beautiful design like new.,2020-03-01T13:22:17-08:00,sold_out
Michael kors two way Bag,60.0,350.0,Beautiful Michael Kors shoulder bag suede leather excellent condition no stains or where on the bag really a eyecatcher holes everything that you need,2020-05-20T12:24:20-07:00,sold_out
Michael Kors crossbody bag,175.0,999.0,Beautiful new never been used Michael Kors beautiful color for spring,2020-03-23T16:35:52-07:00,sold_out
Beautiful new Jessica Simpson over the knee boots,70.0,777.0,These boots are Jessica Simpson’s over the knee they are brand new and beautiful comes with box they really are a eyecatcher get them now❤️❤️❤️❤️❤️❤️,2020-04-20T12:45:41-07:00,sold_out
Michael kors Tote Bag,85.0,777.0,Michael kors Leather tote Large has  a lot of compartment very nice used   Bag  good condition like new,2020-06-17T14:02:34-07:00,sold_out
Dooney & Bourne  Bag,220.0,777.0,Dooney & Bourke crossover Bag all Beautiful Leather new condition used a fue times  has two compartment on the inside one zipper and one snap compartment Beautiful Red And green🇺🇸🇺🇸🇺🇸🇺🇸,2020-07-02T08:35:34-07:00,sold_out
Michael Kors Beautiful Leather Bag,75.0,777.0,Michael Kors Leather Large shoulder bag in excellent shape has a lot of compartments no rips or tears magnetic snap closure you can wear it on your shoulder or carry it❤️,2020-04-27T23:22:33-07:00,sold_out
B-DARLIN DRESS,55.0,777.0,B-DARLIN BEAUTIFUL DRESS NEW NEVER WORN HAS STRETCH TO THE TOP AND  WASTE adjustable STRAPS REALLY CUTE NEW Never HAS BEEN WORN.,2020-07-07T22:53:28-07:00,sold_out
Michael kors purce and wallet NOT FOR SALE,275.0,777.0,Beautiful Bag,2020-06-24T12:20:25-07:00,not_for_sale
Harley Davidson Cowboys Boots 👢,120.0,777.0,Only worn  once all leather  has   a scuff mark on the left Boot not to noticeably like new condition they are a size 8 but could fit smaller size very  nice looking.,2020-06-14T07:44:47-07:00,sold_out
PRADA. Sunglasses,160.0,999.0,Beautiful Prada Sunglasses new comes with case and extra l l Lenzes  nice ❤️,2020-03-16T13:12:14-07:00,sold_out
